Blank,District Name,State Name [District] Latest available year,State,NCES ID,Total Schools,Lowest Grade Offered,Highest Grade Offered,Total Students,Phone,Zip,City
,AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX (79053),Arizona,AZ,400274,1,7th Grade,12th Grade,93,6029736018,85017,PHOENIX
,AIBT NON-PROFIT CHARTER HIGH SCHOOL INC. (449790),ARIZONA,AZ,400970,1,9th Grade,12th Grade,15,6235002853,85019,PHOENIX
,AIKEN 01,South Carolina,SC,4500720,42,Prekindergarten,12th Grade,22538,8036412428,29803,Aiken
,AINSWORTH COMMUNITY SCHOOLS,Nebraska,NE,3102790,4,Prekindergarten,12th Grade,415,4023872333,69210,AINSWORTH
,AIRLINE CSD,Maine,ME,2302500,1,Prekindergarten,12th Grade,47,2078253364,4474,Orrington
,AIRPORT COMMUNITY SCHOOLS,Michigan,MI,2601980,9,Prekindergarten,12th Grade,2605,7346542414,48117,CARLETON
,AITKIN PUBLIC SCHOOL DISTRICT,Minnesota,MN,2702760,3,Prekindergarten,12th Grade,1121,2189272115,56431,AITKIN
,AJO UNIFIED DISTRICT (4409),Arizona,AZ,400520,2,Prekindergarten,12th Grade,356,5203875618,85321,AJO
,AKILI ACADEMY OF NEW ORLEANS,LOUISIANA,LA,2200208,1,Kindergarten,8th Grade,596,5043554172,70117,New Orleans
,AKIMEL O OTHAM PEE POSH CHARTER SCHOOL INC. (5978),Arizona,AZ,400403,1,Kindergarten,2nd Grade,17,5202155859,85128,COOLIDGE
,AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL INC. (78966),Arizona,AZ,400404,1,3rd Grade,5th Grade,7,5202155859,85128,COOLIDGE
,AKIN CCSD 91,Illinois,IL,1703210,1,Prekindergarten,8th Grade,108,6186272180,62890,Akin
,AKRON CENTRAL SCHOOL DISTRICT,New York,NY,3602430,3,Prekindergarten,12th Grade,1298,7165425006,14001,AKRON
,AKRON CITY,Ohio,OH,3904348,47,Prekindergarten,12th Grade,20563,3307611661,44308,Akron
,AKRON PREPARATORY SCHOOL,Ohio,OH,3901503,1,Kindergarten,8th Grade,366,3302476232,44305,Akron
,AKRON SCHOOL DISTRICT NO. R-1,Colorado,CO,802040,2,Prekindergarten,12th Grade,392,9703452053,80720,AKRON
,AKRON WESTFIELD COMM SCHOOL DISTRICT,Iowa,IA,1903220,3,Prekindergarten,12th Grade,589,7125682616,51001,Akron
,AKRON-FAIRGROVE SCHOOLS,Michigan,MI,2602010,2,Prekindergarten,12th Grade,340,9896936163,48733,FAIRGROVE
,AKROS MIDDLE SCHOOL,Ohio,OH,3901428,1,6th Grade,8th Grade,119,3303746704,44304,Akron
,AL INST DEAF AND BLIND,Alabama,AL,100009,5,Kindergarten,12th Grade,–,2567613200,35161,Talladega
,ALABAMA CLINICAL SCHOOLS,Alabama,AL,100183,1,†,†,†,2058369923,35210,Birmingham
,ALABAMA SCHOOL OF FINE ARTS,Alabama,AL,100018,0,7th Grade,12th Grade,–,2052529241,35203,Birmingham
,ALABAMA YOUTH SERVICES,Alabama,AL,100002,0,Kindergarten,12th Grade,–,3342153859,36057,Mt Meigs
,ALABASTER CITY,Alabama,AL,100190,5,Prekindergarten,12th Grade,6187,2056638400,35007,Alabaster
,ALACHUA,Florida,FL,1200030,64,Prekindergarten,12th Grade,28300,3529557300,32601,GAINESVILLE
,ALAIN LEROY LOCKE COLLEGE PREPARATORY ACADEMY DISTRICT,CALIFORNIA,CA,602092,1,9th Grade,12th Grade,1386,3234202067,90015,Los Angeles
,ALAMANCE COMMUNITY SCHOOL,NORTH CAROLINA,NC,3700467,1,Kindergarten,3rd Grade,340,9198125213,27302,Haw River
,ALAMANCE-BURLINGTON SCHOOLS,North Carolina,NC,3700030,36,Prekindergarten,13th Grade,21931,3365706060,27217,Burlington
,ALAMEDA CNTY. STUDENT EXCHANGE PROG.,California,CA,601355,0,†,†,†,5108870152,94544,Hayward
,ALAMEDA COMMUNITY LEARNING CENTER DISTRICT,CALIFORNIA,CA,601664,1,6th Grade,12th Grade,358,5109954300,94501,Alameda
,ALAMEDA COUNTY OFFICE OF EDUCATION,California,CA,691051,5,Kindergarten,12th Grade,289,5108870152,94544,Hayward
,ALAMEDA UNIFIED,California,CA,601770,16,Kindergarten,12th Grade,9071,5103377000,94501,Alameda
,ALAMO,Tennessee,TN,4700030,1,Prekindergarten,6th Grade,594,7316965515,38001,Alamo
,ALAMO HEIGHTS ISD,Texas,TX,4807590,5,Prekindergarten,12th Grade,4846,2108242483,78209,SAN ANTONIO
,ALAMOGORDO PUBLIC SCHOOLS,New Mexico,NM,3500030,15,Prekindergarten,12th Grade,5572,5758126002,88311,ALAMOGORDO
,ALAMOSA SCHOOL DISTRICT NO. RE-11J,Colorado,CO,802070,5,Prekindergarten,12th Grade,2176,7195871600,81101,ALAMOSA
,ALANSON PUBLIC SCHOOLS,Michigan,MI,2621810,1,Prekindergarten,12th Grade,210,2315482261,49706,ALANSON
,ALASKA GATEWAY SCHOOL DISTRICT,Alaska,AK,200050,8,Prekindergarten,12th Grade,407,9078835151,99780,Tok
,ALBA PUBLIC SCHOOLS,Michigan,MI,2602040,1,Prekindergarten,12th Grade,111,2315842000,49730,ALBA
,ALBA-GOLDEN ISD,Texas,TX,4807650,3,Prekindergarten,12th Grade,861,9037682472,75410,ALBA
,ALBANY CITY SCHOOL DISTRICT,New York,NY,3602460,17,Prekindergarten,12th Grade,8501,5184756080,12207,ALBANY
,ALBANY CITY UNIFIED,California,CA,601860,6,Kindergarten,12th Grade,3501,5105583750,94706,Berkeley
,ALBANY COMMUNITY CHARTER SCHOOL,New York,NY,3600162,1,Kindergarten,8th Grade,669,5184331500,12202,ALBANY
,ALBANY COUNTY SCHOOL DISTRICT #1,Wyoming,WY,5600730,17,Prekindergarten,12th Grade,3917,3077214400,82070,Laramie
,ALBANY ISD,Texas,TX,4807680,2,Prekindergarten,12th Grade,503,3257622823,76430,ALBANY
,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,New York,NY,3601006,1,9th Grade,12th Grade,285,5186945300,12208,ALBANY
,ALBANY PUBLIC SCHOOL DISTRICT,Minnesota,MN,2702930,4,Prekindergarten,12th Grade,1786,3208452171,56307,ALBANY
,ALBANY R-III,Missouri,MO,2902970,3,Prekindergarten,12th Grade,457,6607263911,64402,ALBANY
,ALBANY SCHOOL DISTRICT,Wisconsin,WI,5500120,3,Prekindergarten,12th Grade,314,6088623135,53502,Albany
,ALBANY SCHOOL DISTRICT,New Hampshire,NH,3301350,0,†,†,†,6034478368,3818,Conway
,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,New York,NY,3680100,1,Kindergarten,12th Grade,0,5188624901,12205,ALBANY
,ALBEMARLE CO PBLC SCHS,Virginia,VA,5100090,25,Prekindergarten,12th Grade,13499,4342965826,22902,Charlottesville
,ALBERS SD 63,Illinois,IL,1703270,1,Prekindergarten,8th Grade,176,6182485146,62215,Albers
,ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT,Iowa,IA,1900031,1,Prekindergarten,12th Grade,117,7128435416,50510,Albert City
,ALBERT EINSTEIN ACADEMY CHARTER ELEMENTARY DISTRICT,CALIFORNIA,CA,602409,1,Kindergarten,5th Grade,801,6197951190,92102,San Diego
,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE DISTRICT,CALIFORNIA,CA,601896,1,6th Grade,8th Grade,601,6197800400,92102,San Diego
,ALBERT EINSTEIN ACADEMY FOR LETTERS ARTS AND SCIENCES-OHIO,Ohio,OH,3901539,1,Kindergarten,12th Grade,369,4404714982,44070,North Olmsted
,ALBERT GALLATIN AREA SD,Pennsylvania,PA,4202100,8,Kindergarten,12th Grade,3088,7245647190,15401,Uniontown
,ALBERT LEA PUBLIC SCHOOL DISTRICT,Minnesota,MN,2702970,8,Prekindergarten,12th Grade,3500,5073794800,56007,ALBERT LEA
,ALBERTON K-12 SCHOOLS,Montana,MT,3001860,3,Prekindergarten,12th Grade,160,4067224413,59820,Alberton
,ALBERTVILLE CITY,Alabama,AL,100005,6,Prekindergarten,12th Grade,5842,2568911183,35950,Albertville
,ALBIA COMM SCHOOL DISTRICT,Iowa,IA,1903270,5,Prekindergarten,12th Grade,1192,6419322161,52531,Albia
,ALBION,Oklahoma,OK,4002580,1,Prekindergarten,8th Grade,61,9185634331,74521,Albion
,ALBION CENTRAL SCHOOL DISTRICT,New York,NY,3602520,3,Prekindergarten,12th Grade,1826,5855892056,14411,ALBION
,ALBUQUERQUE BILINGUAL ACADEMY,New Mexico,NM,3500134,1,Prekindergarten,8th Grade,395,5052683274,87120,ALBUQUERQUE
,ALBUQUERQUE COLLEGIATE CHARTER SCHOOL,NEW MEXICO,NM,3500181,1,Kindergarten,3rd Grade,131,5057121927,87102,ALBUQUERQUE
,ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,New Mexico,NM,3500130,1,6th Grade,12th Grade,382,5055594249,87106,ALBUQUERQUE
,ALBUQUERQUE PUBLIC SCHOOLS,New Mexico,NM,3500060,174,Prekindergarten,12th Grade,83031,5058803744,87125,ALBUQUERQUE
,ALBURG SCHOOL DISTRICT,Vermont,VT,5001770,1,Prekindergarten,12th Grade,193,8027963573,5440,Alburg
,ALBURNETT COMM SCHOOL DISTRICT,Iowa,IA,1903300,3,Prekindergarten,12th Grade,706,3198422266,52202,Alburnett
,ALCESTER-HUDSON SCHOOL DISTRICT 61-1,South Dakota,SD,4600028,3,Prekindergarten,12th Grade,369,6059341890,57001,Alcester
,ALCOA,Tennessee,TN,4700060,4,Prekindergarten,12th Grade,2137,8659840531,37701,Alcoa
,ALCONA COMMUNITY SCHOOLS,Michigan,MI,2602160,2,Kindergarten,12th Grade,660,9897366212,48742,LINCOLN
,ALCORN SCHOOL DIST,Mississippi,MS,2800390,10,Prekindergarten,12th Grade,3146,6622865591,38834,Corinth
,ALDEN CENTRAL SCHOOL DISTRICT,New York,NY,3602550,4,Kindergarten,12th Grade,1485,7169379116,14004,ALDEN
,ALDEN COMM SCHOOL DISTRICT,Iowa,IA,1900032,1,Prekindergarten,12th Grade,169,5158593393,50006,Alden
,ALDEN HEBRON SD 19,Illinois,IL,1703300,3,Prekindergarten,12th Grade,377,8156482442,60034,Hebron
,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,Minnesota,MN,2703030,2,Prekindergarten,12th Grade,469,5078743240,56009,ALDEN
,ALDER ELEM,Montana,MT,3017460,1,Prekindergarten,8th Grade,30,4068425285,59710,Alder
,ALDER GROVE CHARTER SCHOOL 2 DISTRICT,CALIFORNIA,CA,602072,1,Kindergarten,12th Grade,472,7072680854,95501,Eureka
,ALDINE ISD,Texas,TX,4807710,78,Prekindergarten,12th Grade,63302,2814491011,77073,HOUSTON
,ALDO LEOPOLD CHARTER,New Mexico,NM,3500138,1,6th Grade,12th Grade,167,5755382547,88062,SILVER CITY
,ALEDO ISD,Texas,TX,4807780,9,Prekindergarten,12th Grade,6723,8174418327,76008,ALEDO
,ALEGENT/IMMANUEL RTC,Nebraska,NE,3100181,1,†,†,–,4025722040,68122,OMAHA
,ALEUTIAN REGION SCHOOL DISTRICT,Alaska,AK,200010,2,Kindergarten,12th Grade,25,9072772648,99509,Anchorage
,ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,Alaska,AK,200007,4,Prekindergarten,12th Grade,228,9073835222,99661,Sand Point
,ALEX,Oklahoma,OK,4002670,2,Prekindergarten,12th Grade,288,4057852605,73002,Alex
,ALEXANDER 2,North Dakota,ND,3801760,2,Prekindergarten,12th Grade,274,7018283334,58831,Alexander
,ALEXANDER CENTRAL SCHOOL DISTRICT,New York,NY,3602580,2,Prekindergarten,12th Grade,750,5855911551,14005,ALEXANDER
,ALEXANDER CITY,Alabama,AL,100030,5,Prekindergarten,12th Grade,2948,2562348698,35010,Alexander City
,ALEXANDER COUNTY SCHOOLS,North Carolina,NC,3700090,11,Prekindergarten,12th Grade,4572,8286327001,28681,Taylorsville
,ALEXANDER LOCAL,Ohio,OH,3904590,2,Prekindergarten,12th Grade,1393,7406988831,45710,Albany
,ALEXANDER PUBLIC SCHOOLS,Maine,ME,2302280,1,Prekindergarten,12th Grade,40,2078532567,4631,Eastport
,ALEXANDER VALLEY UNION ELEMENTARY,California,CA,601890,1,Kindergarten,6th Grade,115,7074331375,95448,Healdsburg
,ALEXANDRIA CENTRAL SCHOOL DISTRICT,New York,NY,3602670,2,Prekindergarten,12th Grade,479,3154829971,13607,ALEXANDRIA BAY
,ALEXANDRIA CITY PBLC SCHS,Virginia,VA,5100120,19,Prekindergarten,12th Grade,15775,7036198000,22314,Alexandria
,ALEXANDRIA COMMUNITY SCHOOL CORP,Indiana,IN,1800120,3,Prekindergarten,12th Grade,1590,7657244496,46001,Alexandria
,ALEXANDRIA PUBLIC SCHOOL DISTRICT,Minnesota,MN,2703060,9,Prekindergarten,12th Grade,4064,3207622141,56308,ALEXANDRIA
,ALEXANDRIA TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3400690,2,Prekindergarten,8th Grade,465,9089966811,8867,Pittstown
,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,New York,NY,3602700,2,Prekindergarten,12th Grade,584,6072766500,14804,ALMOND
,ALGOMA SCHOOL DISTRICT,Wisconsin,WI,5500150,2,Prekindergarten,12th Grade,659,9204877001,54201,Algoma
,ALGONA COMM SCHOOL DISTRICT,Iowa,IA,1903360,5,Prekindergarten,12th Grade,1519,5152953528,50511,Algona
,ALGONAC COMMUNITY SCHOOL DISTRICT,Michigan,MI,2602190,4,Prekindergarten,12th Grade,1384,8107949364,48001,CLAY
,ALHAMBRA ELEMENTARY DISTRICT (4280),Arizona,AZ,400600,18,Prekindergarten,8th Grade,10665,6023362920,85019,PHOENIX
,ALHAMBRA UNIFIED,California,CA,600153,18,Kindergarten,12th Grade,15747,6269433330,91803,Alhambra
,ALICE ISD,Texas,TX,4807800,10,Prekindergarten,12th Grade,4676,3616640981,78332,ALICE
,ALICE M. HARTE ELEMENTARY CHARTER SCHOOL,LOUISIANA,LA,2200279,1,Prekindergarten,8th Grade,764,5043045680,70114,New Orleans
,ALIEF ISD,Texas,TX,4807830,46,Prekindergarten,12th Grade,41724,2814988110,77411,HOUSTON
,ALIEF MONTESSORI COMMUNITY SCHOOL,Texas,TX,4800035,1,Prekindergarten,8th Grade,331,2815309406,77072,HOUSTON
,ALINE-CLEO,Oklahoma,OK,4002720,2,Prekindergarten,12th Grade,114,5804632255,73716,Aline
,ALIQUIPPA SD,Pennsylvania,PA,4202130,2,Kindergarten,12th Grade,940,7248577500,15001,Aliquippa
,ALISAL UNION,California,CA,601950,12,Kindergarten,6th Grade,8165,8317535700,93905,Salinas
,ALL ABOARD CHARTER SCHOOL (79969),Arizona,AZ,400396,1,Kindergarten,5th Grade,101,6024330500,85017,PHOENIX
,ALL TRIBES CHARTER DISTRICT,CALIFORNIA,CA,601989,1,6th Grade,12th Grade,62,7607495982,92082,Valley Center
,ALL TRIBES ELEMENTARY CHARTER DISTRICT,CALIFORNIA,CA,601521,1,Kindergarten,5th Grade,58,7607494375,92082,Valley Center
,ALLAMAKEE COMM SCHOOL DISTRICT,Iowa,IA,1903390,4,Prekindergarten,12th Grade,1129,5635683409,52172,Waukon
,ALLAMUCHY TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ,3400720,2,Prekindergarten,8th Grade,421,9088521894,7820,Allamuchy
,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,Michigan,MI,2680100,2,Prekindergarten,12th Grade,309,2695127700,49010,ALLEGAN
,ALLEGAN PUBLIC SCHOOLS,Michigan,MI,2602220,7,Prekindergarten,12th Grade,2217,2696735431,49010,ALLEGAN
,ALLEGANY COUNTY PUBLIC SCHOOLS,Maryland,MD,2400030,22,Prekindergarten,12th Grade,8075,3017592000,21502,Cumberland
,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,New York,NY,3600015,2,Prekindergarten,12th Grade,1092,7163756600,14706,ALLEGANY
,ALLEGHANY CO PBLC SCHS,Virginia,VA,5100152,5,Prekindergarten,12th Grade,1952,5408631800,24457,Low Moor
,ALLEGHANY COUNTY SCHOOLS,North Carolina,NC,3700120,4,Prekindergarten,12th Grade,1347,3363724345,28675,Sparta
,ALLEGHENY IU 3,Pennsylvania,PA,4289130,0,Prekindergarten,12th Grade,518,4123945700,15120,Homestead
,ALLEGHENY VALLEY SD,Pennsylvania,PA,4202190,2,Prekindergarten,12th Grade,891,7242745300,15024,Cheswick
,ALLEGHENY-CLARION VALLEY SD,Pennsylvania,PA,4202310,2,Kindergarten,12th Grade,616,7246595820,16036,Foxburg
,ALLEGIANCE STEAM ACADEMY - THRIVE DISTRICT,CALIFORNIA,CA,602175,1,Kindergarten,8th Grade,813,9094655404,91710,Chino
,ALLEGIANT PREPARATORY ACADEMY,INDIANA,IN,1800199,1,Kindergarten,3rd Grade,107,3176199464,46222,Indianapolis
,ALLEN,Oklahoma,OK,4002760,2,Prekindergarten,12th Grade,464,5808572417,74825,Allen
,ALLEN CONSOLIDATED SCHOOLS,Nebraska,NE,3102880,2,Prekindergarten,12th Grade,151,4026352484,68710,ALLEN
,ALLEN COUNTY,Kentucky,KY,2100070,5,Prekindergarten,12th Grade,3038,2706183181,42164,Scottsville
,ALLEN COUNTY ESC,Ohio,OH,3904574,0,Prekindergarten,Prekindergarten,0,4192221836,45801,Lima
,ALLEN EAST LOCAL,Ohio,OH,3904575,3,Prekindergarten,12th Grade,1080,4196483333,45850,Harrod
,ALLEN ISD,Texas,TX,4807890,24,Prekindergarten,12th Grade,21617,9727270511,75013,ALLEN
,ALLEN PARISH,Louisiana,LA,2200060,11,Prekindergarten,12th Grade,4141,3376394311,70655,Kinder
,ALLEN PARK PUBLIC SCHOOLS,Michigan,MI,2602520,6,Prekindergarten,12th Grade,3741,3138272150,48101,ALLEN PARK
,ALLEN VILLAGE,Missouri,MO,2900025,4,Prekindergarten,12th Grade,500,8169310177,64111,KANSAS CITY
,ALLEN-BOWDEN,Oklahoma,OK,4002790,1,Prekindergarten,8th Grade,259,9182244440,74131,Tulsa
,ALLEN-COCHRAN ENTERPRISES INC. (4347),Arizona,AZ,400111,1,Kindergarten,8th Grade,275,4806321940,85248,TEMPE
,ALLEN-OTTER CREEK CCSD 65,Illinois,IL,1703420,1,Kindergarten,8th Grade,80,8155864611,60470,Ransom
,ALLENDALE 01,South Carolina,SC,4500750,4,Prekindergarten,12th Grade,1071,8035844603,29810,Fairfax
,ALLENDALE CCSD 17,Illinois,IL,1703450,1,Prekindergarten,8th Grade,133,6182993161,62410,Allendale
,ALLENDALE PUBLIC SCHOOL DISTRICT,New Jersey,NJ,3400750,2,Prekindergarten,8th Grade,859,2013272020,7401,Allendale
,ALLENDALE PUBLIC SCHOOLS,Michigan,MI,2602550,6,Prekindergarten,12th Grade,2621,6168925570,49401,ALLENDALE
,ALLENHURST,New Jersey,NJ,3400780,0,–,–,†,7325318483,7711,Allenhurst
,ALLENSTOWN SCHOOL DISTRICT,New Hampshire,NH,3301380,2,Kindergarten,8th Grade,346,6034855187,3275,Pembroke
,ALLENSWORTH ELEMENTARY,California,CA,601980,1,Kindergarten,8th Grade,67,6618492401,93219,Allensworth
,ALLENTOWN CITY SD,Pennsylvania,PA,4202280,21,Kindergarten,12th Grade,16231,4847654000,18105,Allentown
,ALLIANCE ACADEMY OF CINCINNATI,Ohio,OH,3900130,1,Kindergarten,8th Grade,502,5137515555,45207,Cincinnati
,ALLIANCE ALICE M. BAXTER COLLEGE-READY HIGH DISTRICT,CALIFORNIA,CA,601572,1,9th Grade,12th Grade,167,3102210430,90017,San Pedro
,ALLIANCE CINDY AND BILL SIMON TECHNOLOGY ACAD HIGH DISTRICT,CALIFORNIA,CA,602119,1,9th Grade,12th Grade,517,3237442122,90017,Los Angeles
,ALLIANCE CITY,Ohio,OH,3904349,5,Prekindergarten,12th Grade,2975,3308212100,44601,Alliance
,ALLIANCE COLLEGE-READY MIDDLE ACADEMY 12 DISTRICT,CALIFORNIA,CA,602453,1,6th Grade,8th Grade,475,3232387270,90017,Los Angeles
,ALLIANCE COLLEGE-READY MIDDLE ACADEMY 4 DISTRICT,CALIFORNIA,CA,601865,1,6th Grade,8th Grade,457,3234513009,90017,Los Angeles
,ALLIANCE COLLEGE-READY MIDDLE ACADEMY 5 DISTRICT,CALIFORNIA,CA,602139,1,6th Grade,8th Grade,218,3233528034,90017,Los Angeles
,ALLIANCE COLLEGE-READY MIDDLE ACADEMY 8 DISTRICT,CALIFORNIA,CA,601589,1,6th Grade,8th Grade,429,3232692156,90017,Los Angeles
,ALLIANCE COLLINS FAMILY COLLEGE-READY HIGH DISTRICT,CALIFORNIA,CA,601666,1,9th Grade,12th Grade,602,3239231588,90017,Huntington Park
,ALLIANCE DR. OLGA MOHAN HIGH DISTRICT,CALIFORNIA,CA,601926,1,9th Grade,12th Grade,497,2133422870,90007,Los Angeles
,ALLIANCE FOR PROGRESS CS,Pennsylvania,PA,4200039,1,Kindergarten,8th Grade,540,2152324892,19121,Philadelphia
,ALLIANCE GERTZ-RESSLER RICHARD MERKIN 6-12 COMPLEX DISTRICT,CALIFORNIA,CA,602176,1,6th Grade,12th Grade,991,2137458141,90017,Los Angeles
,ALLIANCE JACK H. SKIRBALL MIDDLE DISTRICT,CALIFORNIA,CA,601694,1,6th Grade,8th Grade,422,3239051377,90017,Los Angeles
,ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH DISTRICT,CALIFORNIA,CA,601934,1,9th Grade,12th Grade,613,3239206125,90017,Los Angeles
,ALLIANCE KORY HUNTER MIDDLE DISTRICT,CALIFORNIA,CA,601542,1,6th Grade,8th Grade,467,3234840450,90017,Los Angeles
,ALLIANCE LEICHTMAN-LEVINE FAM FOUNDATION ENV SCI HIGH DIST,CALIFORNIA,CA,601690,1,9th Grade,12th Grade,384,3237390560,90017,Los Angeles
,ALLIANCE MARC & EVA STERN MATH AND SCIENCE DISTRICT,CALIFORNIA,CA,602446,1,9th Grade,12th Grade,601,3239872144,90017,Los Angeles
,ALLIANCE MARGARET M.BLOOMFIELD TECHNOLOGY ACAD HIGH DISTRICT,CALIFORNIA,CA,601707,1,9th Grade,12th Grade,575,3235372060,90017,Huntington Park
,ALLIANCE MARINE - INNOVATION AND TECHN 6-12 COMPLEX DISTRICT,CALIFORNIA,CA,601835,1,6th Grade,12th Grade,968,7472232649,90017,Sun Valley
,ALLIANCE MORGAN MCKINZIE HIGH DISTRICT,CALIFORNIA,CA,602407,1,9th Grade,12th Grade,471,3235268198,90017,Los Angeles
,ALLIANCE OUCHI-O'DONOVAN 6-12 COMPLEX DISTRICT,CALIFORNIA,CA,602266,1,6th Grade,12th Grade,990,3235962290,90017,Los Angeles
,ALLIANCE PATTI & PETER NEUWIRTH LEADERSHIP ACADEMY DISTRICT,CALIFORNIA,CA,602362,1,9th Grade,12th Grade,592,2133422874,90017,Los Angeles
,ALLIANCE PIERA BARBAGLIA SHAHEEN HLT SRVS ACADEMY DISTRICT,CALIFORNIA,CA,601900,1,9th Grade,12th Grade,486,3239729010,90044,Los Angeles
,ALLIANCE PUBLIC SCHOOLS,Nebraska,NE,3102910,5,Prekindergarten,12th Grade,1363,3087625475,69301,ALLIANCE
,ALLIANCE RENEE AND MEYER LUSKIN ACADEMY HIGH DISTRICT,CALIFORNIA,CA,602279,1,9th Grade,12th Grade,507,3239051210,90017,Los Angeles
,ALLIANCE SUSAN AND ERIC SMIDT TECHNOLOGY HIGH DISTRICT,CALIFORNIA,CA,602190,1,9th Grade,12th Grade,433,3233523206,90017,Los Angeles
,ALLIANCE TED K. TAJIMA HIGH DISTRICT,CALIFORNIA,CA,601568,1,9th Grade,12th Grade,444,2132418533,90017,Los Angeles
,ALLIANCE TENNENBAUM FAMILY TECHNOLOGY HIGH DISTRICT,CALIFORNIA,CA,602289,1,9th Grade,12th Grade,235,3232765545,90017,Los Angeles
,ALLIANCE VIRGIL ROBERTS LEADERSHIP ACADEMY DISTRICT,CALIFORNIA,CA,601654,1,6th Grade,8th Grade,408,3239204388,90017,Los Angeles
,ALLOWAY TWP SCHOOL DISTRICT,New Jersey,NJ,3400810,1,Prekindergarten,8th Grade,301,8569351622,8001,ALLOWAY
,ALMA CENTER SCHOOL DISTRICT,Wisconsin,WI,5500210,2,Prekindergarten,12th Grade,601,7159648271,54611,Alma Center
,ALMA D'ARTE CHARTER,New Mexico,NM,3500116,1,9th Grade,12th Grade,135,5755410145,88005,LAS CRUCES
,ALMA DEL MAR CHARTER SCHOOL (DISTRICT),Massachusetts,MA,2500525,1,Kindergarten,8th Grade,797,5085427153,2746,New Bedford
,ALMA FUERTE PUBLIC DISTRICT,CALIFORNIA,CA,602408,1,Kindergarten,8th Grade,105,8584722245,91001,Altadena
,ALMA PUBLIC SCHOOLS,Michigan,MI,2602640,5,Prekindergarten,12th Grade,1954,9894633111,48801,ALMA
,ALMA PUBLIC SCHOOLS,Nebraska,NE,3100080,2,Prekindergarten,12th Grade,342,3089282131,68920,ALMA
,ALMA SCHOOL DISTRICT,Arkansas,AR,502250,4,Kindergarten,12th Grade,3250,4796324791,72921,ALMA
,ALMA SCHOOL DISTRICT,Wisconsin,WI,5500180,2,Prekindergarten,12th Grade,240,6086854416,54610,Alma
,ALMIRA SCHOOL DISTRICT,Washington,WA,5300090,1,Kindergarten,8th Grade,121,5096392414,99103,ALMIRA
,ALMOND ACRES CHARTER ACADEMY DISTRICT,CALIFORNIA,CA,601943,1,Kindergarten,8th Grade,306,8054672095,93451,San Miguel
,ALMOND-BANCROFT SCHOOL DISTRICT,Wisconsin,WI,5500240,3,Prekindergarten,12th Grade,375,7153662941,54909,Almond
,ALMONT COMMUNITY SCHOOLS,Michigan,MI,2602670,3,Prekindergarten,12th Grade,1363,8107988561,48003,ALMONT
,ALPAUGH UNIFIED,California,CA,602010,3,Kindergarten,12th Grade,332,5599498413,93201,Alpaugh
,ALPENA PUBLIC SCHOOLS,Michigan,MI,2602730,9,Kindergarten,12th Grade,3513,9893585040,49707,ALPENA
,ALPENA SCHOOL DISTRICT,Arkansas,AR,502280,2,Prekindergarten,12th Grade,486,8704372220,72611,ALPENA
,ALPENA-MONTMORENCY-ALCONA ESD,Michigan,MI,2680120,1,Prekindergarten,12th Grade,217,9893543101,49707,ALPENA
,ALPHA ACADEMY,North Carolina,NC,3700103,1,Kindergarten,11th Grade,956,9102237711,28314,Fayetteville
,ALPHA BOROUGH SCHOOL DISTRICT,New Jersey,NJ,3400840,1,Prekindergarten,8th Grade,190,9084545000,8865,Alpha
,ALPHA CINDY AVITIA HIGH DISTRICT,CALIFORNIA,CA,601636,1,9th Grade,12th Grade,515,4087911558,95151,San Jose
,ALPHA: BLANCA ALVARADO DISTRICT,CALIFORNIA,CA,602221,1,Kindergarten,8th Grade,360,4087800831,95122,San Jose
,ALPHA: CORNERSTONE ACADEMY PREPARATORY DISTRICT,CALIFORNIA,CA,601671,1,Kindergarten,8th Grade,521,4083613876,95122,San Jose
,ALPHA: JOSE HERNANDEZ DISTRICT,CALIFORNIA,CA,602144,1,Kindergarten,8th Grade,378,4087801551,95151,San Jose
,ALPINE COUNTY OFFICE OF EDUCATION,California,CA,691058,1,1st Grade,12th Grade,0,5306942230,96120,Markleeville
,ALPINE COUNTY UNIFIED,California,CA,602070,3,Kindergarten,12th Grade,73,5306942230,96120,Markleeville
,ALPINE DISTRICT,Utah,UT,4900030,91,Prekindergarten,12th Grade,82800,8016108400,84003,American Fork
,ALPINE ELEMENTARY DISTRICT (4161),Arizona,AZ,400630,1,Kindergarten,8th Grade,56,9283394570,85920,Alpine
,ALPINE ISD,Texas,TX,4807950,3,Prekindergarten,12th Grade,974,4328377700,79830,ALPINE
